,id,AcceptedAnswerId,AnswerCount,Body,CommentCount,CreationDate,FavoriteCount,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerUserId,ParentId,PostTypeId,Score,Tags,Title,ViewCount
11,1234244,0,0,From your description it looks like you are opening server socket for each accept(2). That is not necessary. Create server socket once bind(2) it listen(2) then call accept(2) on it in a loop (or better yet - give it to poll(2)) Edit 0: By the way shutdown(2) on listening socket is totally meaningless it's intended for connected sockets only. ,2.0,2021-08-05,0,2023-08-10,NULL,106671.0,106671.0,1232482,2,2.0,NULL,NULL,0.0
12,1337933,0,0,"""Yes you can use it. Here is how:  Your Project -> right click -> Import -> File System -> yourjar.jar Your Project -> right click -> Properties -> Java Build Path -> Libraries -> Add Jar -> yourjar.jar  This video might be useful in case you are having some issues. """,6.0,2021-08-26,0,2023-08-10,NULL,887220.0,127237.0,1334802,2,127.0,NULL,NULL,0.0
13,1284609,0,0,"""Put this at the top of your page before anything else:   To modify your session: user_name = $user_name; ?>  To read your session: user_name.' !'; ?>  Or to see all values in the current session namespace:  $value)      {        echo """"session->$index = '$value';"""";     } ?>  """,4.0,2021-08-16,0,2023-08-10,NULL,487878.0,3407.0,1284540,2,6.0,NULL,NULL,0.0
14,1403630,0,6,I have a form with a picturebox that will allow to draw a free hand picture. I added the initialization of the image in the form_load and the click event of the clear button. When I click the clear button the image is cleared and at the mouse move on the picturebox the last drawned image will shown. My question is how can I validate the picturebox whether it is empty or not? Just that I don't want to permit to save an empty image. ,3.0,2021-09-10,2,2023-08-10,NULL,815812.0,85511.0,0,1,4.0,<vb.net>,clearing the image in a picturebox,75312.0
15,1480495,1480522,2,I have seen many errors over the course of my computer-using life and a lot of them seemed to be Access Violation Exceptions calling way out into non-readable memory or 0x00000000/0xFFFFFFFF.  What sort of programming error causes this? is it intentional to get the program to crash when something goes very wrong? ,1.0,2021-09-26,0,2023-08-10,NULL,317773.0,117069.0,0,1,1.0,<design><exception><access-violation>,"""Why are so many errors """"AccessViolationException""""s?""",109.0
16,1594552,0,1,I have an editor this is suppose to interact with property sheet and outline views. I used Iselectionprovider interface to achieve this but I am not able to do interaction between the editor and views. Please give me some sample code snippets for this. ,0.0,2021-10-20,1,2023-08-10,NULL,373694.0,193113.0,0,1,1.0,<eclipse-plugin>,How to pass object from editor to property sheet in eclipse plugin development?,265.0
17,1662110,0,1,In my custom powershell provider I want the user to be able to skip the internal call to InitializeDefaultDrives. The InitializeDefaultDrives method is called when the provider starts. I guess this is when I use the Add-SnapIn cmdlet to load my provider. So it looks like i'm searching for a way to add dynamic parameters to to the Add-SnapIn cmdlet. I know i can just skip the implementation of InitializeDefaultDrives and have the user use new-PsDrive to add the drive manually if desired. That is not want I want. I want to always create a default drive except in the case where the user wants to skip this. Thanks!  ,0.0,2021-11-02,0,2023-08-10,NULL,64046.0,201046.0,0,1,0.0,<powershell><powershell-provider>,PowerShell InitializeDefaultDrive,526.0
18,1787790,1787821,4,I am creating BOOK_Issue table which will contain id of person to whom the book is issued. i have a column name user_id witch will contain ids from tbl_student as well as tbl_faculty. so how to set user_id field of book_issue table with reference to two primary key columns. ,0.0,2021-11-24,0,2023-08-10,NULL,317773.0,201387.0,0,1,0.0,<reference><foreign-key-relationship>,How to reference one foreign key column with multiple primary key column,717.0
19,81907,0,0,"""Use the Get Started tutorial on developers.facebook.com.  This will suggest you use the sample code button which will give you some PHP to list your friends. Then you can start playing with the PHP using the wiki for reference to the FQL and FBML. PHP will be easier to start with as there are lots of samples in PHP.  Rails may have advantages in the long term though. """,0.0,2020-09-17,0,2023-08-10,NULL,709202.0,12663.0,81874,2,0.0,NULL,NULL,0.0
20,2018914,2018952,5,Or does it depend on the way in which it is written? My question is related to page rendering time. Can we determine which will give better performance? Should we always choose a smaller sized plugin? ,0.0,2022-01-07,0,2023-08-10,NULL,57068.0,84201.0,0,1,0.0,<javascript><jquery><performance><jquery-plugins><rendering>,Is it a fact that a smaller jQuery plugin (in KB) will perform better than same plugin with the same functionality but of a bigger size?,133.0
21,156712,156725,6,If i hit a page which calls session_start(). How long would I have to wait so that if i was to refresh the page I was issued a new session ID? ,1.0,2020-10-01,14,2023-08-10,PConroy,1741868.0,1741868.0,0,1,51.0,<php><session>,PHP : What is the default lifetime of a session,112337.0
22,187785,0,0,On SQL Server? and on the same database server? Use three part naming. INSERT INTO bar..tblFoobar( *fieldlist* ) SELECT *fieldlist* FROM foo..tblFoobar  This just moves the data.  If you want to move the table definition (and other attributes such as permissions and indexes) you'll have to do something else. ,14.0,2020-10-09,0,2023-08-10,David B,17174.0,8155.0,187770,2,196.0,NULL,NULL,0.0
23,187833,0,0,This should work: SELECT *  INTO DestinationDB..MyDestinationTable  FROM SourceDB..MySourceTable   It will not copy constaints defaults or indexes. The table created will not have a clustered index. Alternatively you could:   INSERT INTO DestinationDB..MyDestinationTable  SELECT * FROM SourceDB..MySourceTable  If your destination table exists and is empty.  ,5.0,2020-10-09,0,2023-08-10,NULL,17174.0,6948.0,187770,2,94.0,NULL,NULL,0.0
24,273276,294056,2,I'm adding C# WPF dialogs to an existing C++ MFC app using a C++/CLI interface layer. I've got things working except I'm having a problem with modality. For example:  MFC app shows a WPF dialog using ShowDialog. Works as expected. That WPF dialog shows a MFC dialog using DoModal. The WPF dialog is hidden behind the base C++ app and is not disabled unless I manually change IsEnabled. Not ideal but it works. Now that MFC dialog is closed. Now for some reason the base MFC app is enabled when it should still be disabled due to the WPF dialog not having been closed. That's bad as it now allows the user to do crazy things while the WPF dialog is still open.  I have a feeling that it would work better if I could set parent dialogs correctly. But so far I havent been able to set an MFC dialog's parent as a WPF dialog or vice versa. And I don't even know if that'd fix it. Any ideas? ,0.0,2020-11-07,2,2023-08-10,NULL,12567.0,12567.0,0,1,3.0,<wpf><mfc><c++-cli><modal-dialog>,Mixing MFC and WPF: Modal Dialogs,4769.0
25,263240,0,0,"""Use the hasClass method: jQueryCollection.hasClass(className);  or $(selector).hasClass(className);  The argument is (obviously) a string representing the class you are checking and it returns a boolean (so it doesn't support chaining like most jQuery methods). Note: If you pass a className argument that contains whitespace it will be matched literally against the collection's elements' className string. So if for instance you have an element   then this will return true: $('span').hasClass('foo bar')  and these will return false: $('span').hasClass('bar foo') $('span').hasClass('foo  bar')  """,4.0,2020-11-04,0,2023-08-10,NULL,589581.0,17964.0,263232,2,238.0,NULL,NULL,0.0
26,393376,393382,2,Okay so I've read the documentation and I'm not quite sure what the arguments being passed are. I'm looking at the the listed example request: $facebook->api_client->profile_setFBML(NULL 128009 'profile' NULL 'mobile_profile' 'profile_main'); and thinking where are they getting these arguments and what do they do? Anybody have an explanation? ,0.0,2020-12-26,1,2023-08-10,Rich B,709202.0,36545.0,0,1,1.0,<php><facebook><fbml>,What are the Facebook app FBML 'profile.setFBML' arguments?,2063.0
27,445059,455286,3,So earlier I answered my own question on thinking in vectors in R. But now I have another problem which I can't 'vectorize.' I know vectors are faster and loops slower but I can't figure out how to do this in a vector method: I have a data frame (which for sentimental reasons I like to call my.data) which I want to do a full marginal analysis on. I need to remove certain elements one at a time and 'value' the data frame then I need to do the iterating again by removing only the next element. Then do again... and again... The idea is to do a full marginal analysis on a subset of my data. Anyhow I can't conceive of how to do this in a vector efficient way.  I've shortened the looping part of the code down and it looks something like this: for (j in my.data$item[my.data$fixed==0]) { # <-- selects the items I want to loop                                              #     through     my.data.it <- my.data[my.data$item!= j] # <-- this kicks item j out of the list     sum.data <-aggregate(my.data.it by=list(year) FUN=sum na.rm=TRUE) #<-- do an                                                                          # aggregation      do(a.little.dance) && make(a.little.love) -> get.down(tonight) # <-- a little                                                                    #  song and dance      delta <- (get.love)                                         # <-- get some love     delta.list<-append(delta.list delta after=length(delta.list)) #<-- put my love                                                                     #    in a vector  }  So obviously I hacked out a bunch of stuff in the middle just to make it less clumsy. The goal would be to remove the j loop using something more vector efficient. Any ideas? ,5.0,2021-01-14,9,2023-08-10,NULL,428790.0,37751.0,0,1,13.0,<r><vector>,Vectorize my thinking: Vector Operations in R,6502.0
28,592472,0,0,I always try to keep the browser from having to load and interpret CSS rules and JS code that isn't used on the HTML in question. I agree with @bobince that you should only break a page's styles and scripts into a separate file if it's necessary for organization but if your site is very big at all you will reach that point. However since I only build template based sites I am beginning to wonder why I link to external files at all. For example if I have a base template the things I put in the head of that template will be applied to all the pages on my site. So why not just put my styles and scripts there? Two reasons come to mind. First the browser can cache the external file and reuse it on every page that includes it without having to load it all over again. Second designers might not be as comfortable poking around in your templates as they are messing with plain CSS files.  That's all well and good for global styles that apply to every single page in your site but what about those one-off pages that have some style that isn't shared anywhere else? If you added this style to a globally applied external file you'd increase the initial load time of your site just to have a style that is only used on one page. Further when you go back to that file months later you will likely have forgotten what those rules were even for. I suggest that any style rule that is not expressed on every single page should be placed in ,1.0,2021-02-26,0,2023-08-10,NULL,22325.0,22325.0,591328,2,0.0,NULL,NULL,0.0
29,617960,0,4,I want to place an icon on the iPhone screen form my application like placing an icon and if i will touch that icon it will do the desired operation like opening a sound file or an image. So  i want to ask is it possible to place an icon on screen through an application and do some events on it. Regards Vishal ,0.0,2021-03-06,0,2023-08-10,gbrandt,317773.0,0.0,0,1,2.0,<iphone><objective-c><cocoa-touch>,Adding Icon on desktop of iPhone,4864.0
30,753540,0,0,As Kaii mentioned it's really overkill to call ruby or seq (which won't work on BSD or OSX machines) just to output a range of numbers. If you're happy with using bash you can: for i in {0..20}; do     # command done  I believe this should work for bash 2.05b and up. ,0.0,2021-04-15,0,2023-08-10,NULL,590042.0,76288.0,346445,2,3.0,NULL,NULL,0.0
31,2193633,0,0,Yes you can do this as long as you have the right to detach and re-attach the database and as long as you find a way to physically rename the files on disk: 1) issues these commands ALTER DATABASE yourdatabase MODIFY FILE (NAME = logical_file_name FILENAME = 'your-new-file-on-disk.mdf' )  (as DGGenuine pointed out in a comment: the 'your-new-file-on-disk.mdf' must be a full file name - including path - on your disk) 2) detach the database 3) rename the files on disk 4) re-attach the database again ,3.0,2022-02-03,0,2023-08-10,NULL,13302.0,13302.0,2193587,2,32.0,NULL,NULL,0.0
32,819346,15101686,7,Is it possible to host a static html website on AppEngine? And how to make my domain name work with it? ,0.0,2021-05-04,27,2023-08-10,NULL,31141.0,58800.0,0,1,39.0,<html><google-app-engine><web-applications><hosting>,How to host static html files on AppEngine?,21465.0
33,2140164,0,2,Consider an array of integers (assumed to be sorted); I would like to find the array index of the integer that is closest to a given integer in the fastest possible way. And the case where there are multiple possibilities the algorithm should identify all. Example: consider T=(3 5 24 65 67 87 129 147 166) and if the given integer is 144 then the code should identify 147 as the closest integer and give the array index 7 corresponding to that entry. For the case of 66 the algorithm should identify 65 and 67.  Are there O(1) or at least O(log N) algorithms to do this? The direct search algorithm (binary-search tree-search hashing etc.) implementation won't work since those would require perfect matching. Is there any way these can be modified to handle approximate search? I am developing a C code. Thanks ,0.0,2022-01-26,0,2023-08-10,NULL,317773.0,254240.0,0,1,2.0,<search><approximate>,Algorithm for approximate search in sorted integer list,1044.0
34,836368,0,2,Did Microsoft port MSCOMCTL.OCX to 64-bit?   I don't have it installed and I can't find it for download or find anything saying that it doesn't exist. ,0.0,2021-05-07,2,2023-08-10,NULL,17174.0,0.0,0,1,6.0,<winapi><64bit><activex>,Is there a 64-bit version of Microsoft Common Controls (MSCOMCTL.OCX)?,24952.0
35,935208,0,2,I have a base class that contains a property called IsDirty. This is used for the domain model and is not a column in the database table. When using automapping fluent nhibernate tries to add this column to the table. A way to fix this is to put .ForTypesThatDeriveFrom(p => p.IgnoreProperty(x => x.IsDirty)) in the automapping setup. The problem is all my entities will do this is there a way to state this without have to add this line for every entity? If I put .ForTypesThatDeriveFrom(p => p.IgnoreProperty(x => x.IsDirty)) then I get an error trying to convert Entity to Address. I also have entity set as the base type. Thanks in advance JT ,1.0,2021-06-01,3,2023-08-10,NULL,467638.0,0.0,0,1,2.0,<fluent-nhibernate>,FluentNHibernate - Automapping ignore property,3913.0
36,1165463,1165779,3,I know you can write support for custom PSDrives. But those are always a root of a file system. What would be nice if there was a way to allow for VFS start at arbitrary nodes of the file system such as using Set-Location to enter archive file maybe and use them as if they were folders. (Kinda like Far does this). Is there any way to achieve this? I know it would be some work to get it right and working but at the moment I am more interested whether it would be possible at all. ETA: What I don't want is a new PSDrive for every archive I enter so the following isn't actually what I'm after: PS C:\Path> Invoke-Magic stuff.zip PS C:\Path> Set-Location MyNewDrive: PS MyNewDrive:> _  but rather PS C:\Path> Set-Location stuff.zip PS C:\Path\stuff.zip> _  ,0.0,2021-07-22,0,2023-08-10,NULL,64046.0,73070.0,0,1,1.0,<powershell><vfs><powershell-provider>,Is there a way in Powershell to provide virtual file systems in other file systems?,537.0
37,1217979,1218007,3,(Just to let you now I'm learning to develop for iPhone with a book I got called Beginning iPhone 3 Development: Exploring the SDK and I do not use Interface builder) Is there ever a reason to use the getter in the same class when a private member is visible? Like in Foo.h having NSObject *myObj; ... @property (nonatomic retain)NSObject *myObj;  and then in Foo.m accessing the member myObj using self.myObj (or [self myObj]) ? Because in my book Here is what it tells you to write in one of the apps (its checking if a UIViewController member's view is in the superview) : if(self.yellowViewController.view.superview == nil) {  (notice the self.yellowViewController...) Is there actually a reason for this? If there isn't one idea I have is maybe because the member blueViewController is of class BlueViewController so I think if there is no reason it may be to not cause confusion. So is there anytime where using the getter in the same class is needed? Thanks!! ,0.0,2021-08-02,0,2023-08-10,NULL,317773.0,148195.0,0,1,0.0,<iphone><objective-c><properties><getter>,iPhone Dev - Using a getter in the same class,991.0
38,2235538,2237211,1,I use search sites very often. And in 99% of cases search results that i need contained in first 3 linksthat search engine returns. Is it possible from programming point to write extension for Firefoxthat satisfies next use case: 1. user clicks icon 2. modal window appeared 3. select search engine(e.g. GoogleYahoo or Yandex...any other) 4. write search criterion 5. click OK 6. 3 new tabs opened in browser with corresponding sites It seems that most complex part is to open 3 fist sites in new tabs - someth. like with using Selenium and XPATH. Thanks for advise. ,0.0,2022-02-10,1,2023-08-10,NULL,317773.0,170830.0,0,1,0.0,<firefox><search>,Firefox quick search extension idea. Is it possible?[see details],82.0
39,1246489,0,0,You want: normalize <- apply(hist_data 2 function(x) pnorm(x mean=mean(x) sd=sd(x)))  The problem is that you're passing in the individual column into pnorm but the entire hist_data into both the mean & the sd. As I mentioned on twitter I'm no stats guy so I can't answer anything about what you're actually trying to do :) ,0.0,2021-08-07,0,2023-08-10,NULL,324364.0,144642.0,1246244,2,6.0,NULL,NULL,0.0
40,1261986,0,1,In my Powershell provider which is a business-logic layer over an SQL database the Powershell drives equate to database connection settings.  This collection of connection settings is persisted to an encrypted XML file on the local computer.  An administrator may add these PS drives on a computer supplying SQL Server credentials that another Powershell user may use when writing scripts.  When the administrator runs New-PSDrive I add a drive to the collection and persist it to the XML.  When they Remove-PSDrive I remove the drive from the persistent XML.  This works fine.  However when the Powershell host is exiting it calls RemoveDrive() for each existing drive.  At this point I do not want to remove the drives since I need them to persist on the computer. How do I determine if RemoveDrive() is being called from a user manually executing Remove-PSDrive or the host exiting? Also I have created custom drive info parameters which work well but I also wrote a custom cmdlet which is used to add and remove drives.  How can I create (and remove) psdrives from my cmdlet? ,0.0,2021-08-11,0,2023-08-10,NULL,64046.0,147430.0,0,1,1.0,<c#><powershell><cmdlet><powershell-provider>,How do I persist Powershell provider drive information?,461.0
41,1292171,0,9,It is possible to deploy my own created web service to any of PC without installing any web server app eg:tomcat? I want make it like agent/plug-in in any PC. In order to access the web services i only need to access  Any suggestion about this? ,0.0,2021-08-18,8,2023-08-10,NULL,230055.0,158221.0,0,1,12.0,<java><web-services>,Deploy java web service without using web server,24182.0
42,1377495,0,2,Here i have a probs  i wanna sift automatically a div when it's right side element is removed from document.  let all the elements are start from the right to left side like  D C B A. in above example A is the first Div B is Second and so on. what i want that when i removed element A the element  B that was after A will be shift automatically at the position of a. please tell me something if anyone have any idea about it. thanks. ,0.0,2021-09-04,0,2023-08-10,NULL,105971.0,167689.0,0,1,-1.0,<position>,How to change the location automatically of a div when it's right of left side element is removed from document,551.0
43,1507906,1507930,1,I'm having a page jquery slider and page gets refreshed by on submit. How to keep the past value of a slider after refreshing too ,0.0,2021-10-02,0,2023-08-10,NULL,57068.0,166476.0,0,1,0.0,<jquery><slider>,getting slider value from past,120.0
44,1602289,0,0,Instead of adding the buttons when you initialize the UIActionSheet try adding them with the addButtonWithTitle method using a for loop that goes through your NSArray. UIActionSheet *alert = [[UIActionSheet alloc] initWithTitle: titleString                               delegate: self                               cancelButtonTitle: cancelString                               destructiveButtonTitle: nil                               otherButtonTitles: nil];  for( NSString *title in titles)       [alert addButtonWithTitle:title];   ,5.0,2021-10-21,0,2023-08-10,NULL,946.0,128536.0,1602214,2,52.0,NULL,NULL,0.0
45,1571207,1571296,6,"""The Scenario I have an ASP.Net Web Project that uses a master page. This master page contains a menu in the form of a user control. Sometimes I want to dynamically change this to use a different type of menu user control. The current code to register the user control <%@ Register TagPrefix=""""chase"""" TagName=""""topMenu""""  Src=""""~/UserControls/TopMenu.ascx"""" %>  Inside the body tags      The Question Is there anyway I can change the """"SRC"""" attribute in the register code dynamically to use a different user control?! Help greatly appreciated EDIT: Tried This Code But I Receive An 'Invalid Cast Exception' TopMenu uh3 = (TopMenu)this.LoadControl(""""~/UserControls/TopMenu.ascx"""");             menuRow.Controls.Add(uh3);  'Unable to cast object of type 'ASP.usercontrols_topmenu_ascx' to type 'SwintonTaxiWeb.UserControls.TopMenu'.' """,1.0,2021-10-15,0,2023-08-10,NULL,97010.0,99900.0,0,1,4.0,<c#><.net><asp.net><visual-studio><user-controls>,ASP.NET Dynamically Change User Control Source,5333.0
46,1725742,0,0,"""Okay if you have access to modify your original classes only to add the interface there Matthew had it spot on.  I went a little crazy here and defined out a full solution using 2.0 anonymous delegates. (I think I'm way addicted to 3.0 Lambda; otherwise I probably would've written this out in foreach loops if I was using 2005 still). Basically create an interface with the common properties. Make yoru two classes implement the interface.  Create a common list casted as the interface cast and rip the values into the new list; remove any unmatched items.  //Program Output:  List1: 206aa77c-8259-428b-a4a0-0e005d8b016c 64f71cc9-596d-4cb8-9eb3-35da3b96f583  List2: 10382452-a7fe-4307-ae4c-41580dc69146 97f3f3f6-6e64-4109-9737-cb72280bc112 64f71cc9-596d-4cb8-9eb3-35da3b96f583  Matches: 64f71cc9-596d-4cb8-9eb3-35da3b96f583 Press any key to continue . . .   using System; using System.Collections.Generic; using System.Text;  namespace ConsoleApplication8 {     class Program     {         static void Main(string[] args)         {             //test initialization             List list1 = new List();             List list2 = new List();              ClassTypeA citem = new ClassTypeA();             ClassTypeB citem2 = new ClassTypeB();             citem2.ID = citem.ID;              list1.Add(new ClassTypeA());             list1.Add(citem);             list2.Add(new ClassTypeB());             list2.Add(new ClassTypeB());             list2.Add(citem2);               //new common list.              List common_list =                          new List();              //in english  give me everything in list 1              //and cast it to the interface             common_list.AddRange(               list1.ConvertAll(delegate(                   ClassTypeA x) { return (ICommonTypeMakeUpYourOwnName)x; }));              //in english give me all the items in the              //common list that don't exist in list2 and remove them.              common_list.RemoveAll(delegate(ICommonTypeMakeUpYourOwnName x)                 { return list2.Find(delegate(ClassTypeB y)                        {return y.ID == x.ID;}) == null; });              //show list1              Console.WriteLine(""""List1:"""");             foreach (ClassTypeA item in list1)             {                 Console.WriteLine(item.ID);             }             //show list2             Console.WriteLine(""""\nList2:"""");             foreach (ClassTypeB item in list2)             {                 Console.WriteLine(item.ID);             }              //show the common items             Console.WriteLine(""""\nMatches:"""");             foreach (ICommonTypeMakeUpYourOwnName item in common_list)             {                 Console.WriteLine(item.ID);             }         }      }      interface ICommonTypeMakeUpYourOwnName     {         Guid ID { get; set; }     }      class ClassTypeA : ICommonTypeMakeUpYourOwnName     {         Guid _ID;         public Guid ID {get { return _ID; } set { _ID = value;}}         int _Stuff1;         public int Stuff1 {get { return _Stuff1; } set { _Stuff1 = value;}}         string _Stuff2;         public string Stuff2 {get { return _Stuff2; } set { _Stuff2 = value;}}          public ClassTypeA()         {             this.ID = Guid.NewGuid();         }     }      class ClassTypeB : ICommonTypeMakeUpYourOwnName     {         Guid _ID;         public Guid ID {get { return _ID; } set { _ID = value;}}         int _Stuff3;         public int Stuff3 {get { return _Stuff3; } set { _Stuff3 = value;}}         string _Stuff4;         public string Stuff4 {get { return _Stuff4; } set { _Stuff4 = value;}}          public ClassTypeB()         {             this.ID = Guid.NewGuid();         }      } }  """,2.0,2021-11-12,0,2023-08-10,NULL,121363.0,120096.0,1725327,2,2.0,NULL,NULL,0.0
47,1795517,1852382,1,I have created a form in C#.net which ask for key and check validity (expiry date). i place this form as first running form in my application. first time it takes key and every next time loading it check for expiration policy which saved through key in registry. this form is working fine. but now i want to create a another application which browse any exe created in  C# or other language and generate new exe (with my validation form as startup form). means i want to create software which place my form as startup form to any Exe. so that it can work as anti piracy for any application (exe). ,0.0,2021-11-25,0,2023-08-10,NULL,317773.0,201387.0,0,1,0.0,<c#><deployment><executable>,How to inject code through C#.NET in a Exe created in C#.net,1505.0
48,2343006,0,2,I'm not quite sure how to go about this so any advice would be much appreciated. I have a ListView whose default implementation is using  with column headers. At runtime in the program I would like to be able to click on a button at runtime to change the view so that the list view loses the GridViewColumn headers and implements a new style using one of my own data template.  Then I would also like the ability to click the button and change the ListView back to a grid view with column headers.  Can anyone point me in the correct direction of how to go about this?  Thanks ,0.0,2022-02-26,1,2023-08-10,NULL,105971.0,282184.0,0,1,0.0,<wpf><listview><view><dynamic>,Dynamically changing a WPF ListView between one that contains a GridView with column headers and another view that doesn't,1324.0
49,1926058,0,0,"""I suggest  There are simple tutorials too. Just go to the tutorial and find """"try it yourself!"""" button to start testing. """,0.0,2021-12-18,0,2023-08-10,NULL,225647.0,230539.0,1925905,2,2.0,NULL,NULL,0.0
50,1912976,0,0, @Override  public boolean onSearchRequested() {       // your logic here       return false;  // don't go ahead and show the search box  }  ,5.0,2021-12-16,0,2023-08-10,NULL,133802.0,133802.0,1912947,2,60.0,NULL,NULL,0.0
51,1887544,1887557,10,I have a try and catch where I am catching different error types: catch (XmlException XmlExp) {     return false;  }  catch (XmlSchemaException XmlSchExp) {     return false;  } catch (Exception GenExp) {     throw GenExp; }  Notice that XMLException XMLExp is declared but never used. Is it possible to catch the XMLException without declaring a local variable? Is this valid code: catch (XmlException) {     return false;  }  ,3.0,2021-12-11,1,2023-08-10,NULL,126014.0,41543.0,0,1,9.0,<c#>,C# value is declared but never used,6500.0
